geometry,name,cuisine,opening_hours,wheelchair,takeaway,addr:street,category
"POLYGON ((-122.5578186 45.5779561, -122.5578726 45.5779843, -122.5578515 45.5780041, -122.5577975 45.5779759, -122.5578186 45.5779561))",,,,,,,parking_space
"POLYGON ((-122.5578398 45.5779363, -122.5578938 45.5779645, -122.5578726 45.5779843, -122.5578186 45.5779561, -122.5578398 45.5779363))",,,,,,,parking_space
"POLYGON ((-122.5578609 45.5779165, -122.5579149 45.5779447, -122.5578938 45.5779645, -122.5578398 45.5779363, -122.5578609 45.5779165))",,,,,,,parking_space
"POLYGON ((-122.557882 45.5778967, -122.557936 45.5779249, -122.5579149 45.5779447, -122.5578609 45.5779165, -122.557882 45.5778967))",,,,,,,parking_space
"POLYGON ((-122.5577553 45.5780155, -122.5578093 45.5780437, -122.5577882 45.5780635, -122.5577342 45.5780353, -122.5577553 45.5780155))",,,,,,,parking_space
"POLYGON ((-122.5577764 45.5779957, -122.5578304 45.5780239, -122.5578093 45.5780437, -122.5577553 45.5780155, -122.5577764 45.5779957))",,,,,,,parking_space
"POLYGON ((-122.5577975 45.5779759, -122.5578515 45.5780041, -122.5578304 45.5780239, -122.5577764 45.5779957, -122.5577975 45.5779759))",,,,,,,parking_space
"POLYGON ((-122.5579124 45.5777893, -122.5579664 45.5778175, -122.5579453 45.5778373, -122.5578913 45.5778091, -122.5579124 45.5777893))",,,,,,,parking_space
"POLYGON ((-122.5579335 45.5777695, -122.5579875 45.5777977, -122.5579664 45.5778175, -122.5579124 45.5777893, -122.5579335 45.5777695))",,,,,,,parking_space
"POLYGON ((-122.5579546 45.5777497, -122.5580086 45.5777779, -122.5579875 45.5777977, -122.5579335 45.5777695, -122.5579546 45.5777497))",,,,,,,parking_space
"POLYGON ((-122.557828 45.5778685, -122.557882 45.5778967, -122.5578609 45.5779165, -122.5578069 45.5778883, -122.557828 45.5778685))",,,,,,,parking_space
"POLYGON ((-122.5578491 45.5778487, -122.5579031 45.5778769, -122.557882 45.5778967, -122.557828 45.5778685, -122.5578491 45.5778487))",,,,,,,parking_space
"POLYGON ((-122.5578702 45.5778289, -122.5579242 45.5778571, -122.5579031 45.5778769, -122.5578491 45.5778487, -122.5578702 45.5778289))",,,,,,,parking_space
"POLYGON ((-122.5578913 45.5778091, -122.5579453 45.5778373, -122.5579242 45.5778571, -122.5578702 45.5778289, -122.5578913 45.5778091))",,,,,,,parking_space
"POLYGON ((-122.5577435 45.5779477, -122.5577975 45.5779759, -122.5577764 45.5779957, -122.5577224 45.5779675, -122.5577435 45.5779477))",,,,,,,parking_space
"POLYGON ((-122.5577646 45.5779279, -122.5578186 45.5779561, -122.5577975 45.5779759, -122.5577435 45.5779477, -122.5577646 45.5779279))",,,,,,,parking_space
"POLYGON ((-122.5577857 45.5779081, -122.5578398 45.5779363, -122.5578186 45.5779561, -122.5577646 45.5779279, -122.5577857 45.5779081))",,,,,,,parking_space
"POLYGON ((-122.5578069 45.5778883, -122.5578609 45.5779165, -122.5578398 45.5779363, -122.5577857 45.5779081, -122.5578069 45.5778883))",,,,,,,parking_space
"POLYGON ((-122.5578045 45.5777015, -122.5578585 45.5777297, -122.5578374 45.5777495, -122.5577834 45.5777213, -122.5578045 45.5777015))",,,,,,,parking_space
"POLYGON ((-122.5578256 45.5776817, -122.5578796 45.5777099, -122.5578585 45.5777297, -122.5578045 45.5777015, -122.5578256 45.5776817))",,,,,,,parking_space
"POLYGON ((-122.5575182 45.5778911, -122.5575722 45.5779193, -122.5575511 45.5779391, -122.5574971 45.5779109, -122.5575182 45.5778911))",,,,,,,parking_space
"POLYGON ((-122.5575393 45.5778713, -122.5575934 45.5778995, -122.5575722 45.5779193, -122.5575182 45.5778911, -122.5575393 45.5778713))",,,,,,,parking_space
"POLYGON ((-122.55772 45.5777807, -122.557774 45.5778089, -122.5577529 45.5778287, -122.5576989 45.5778005, -122.55772 45.5777807))",,,,,,,parking_space
"POLYGON ((-122.5577411 45.5777609, -122.5577951 45.5777891, -122.557774 45.5778089, -122.55772 45.5777807, -122.5577411 45.5777609))",,,,,,,parking_space
"POLYGON ((-122.5577622 45.5777411, -122.5578163 45.5777693, -122.5577951 45.5777891, -122.5577411 45.5777609, -122.5577622 45.5777411))",,,,,,,parking_space
"POLYGON ((-122.5577834 45.5777213, -122.5578374 45.5777495, -122.5578163 45.5777693, -122.5577622 45.5777411, -122.5577834 45.5777213))",,,,,,,parking_space
"POLYGON ((-122.5576356 45.5778599, -122.5576896 45.5778881, -122.5576685 45.5779079, -122.5576145 45.5778797, -122.5576356 45.5778599))",,,,,,,parking_space
"POLYGON ((-122.5576567 45.5778401, -122.5577107 45.5778683, -122.5576896 45.5778881, -122.5576356 45.5778599, -122.5576567 45.5778401))",,,,,,,parking_space
"POLYGON ((-122.5576778 45.5778203, -122.5577318 45.5778485, -122.5577107 45.5778683, -122.5576567 45.5778401, -122.5576778 45.5778203))",,,,,,,parking_space
"POLYGON ((-122.5576989 45.5778005, -122.5577529 45.5778287, -122.5577318 45.5778485, -122.5576778 45.5778203, -122.5576989 45.5778005))",,,,,,,parking_space
"POLYGON ((-122.5575722 45.5779193, -122.5576263 45.5779475, -122.5576051 45.5779673, -122.5575511 45.5779391, -122.5575722 45.5779193))",,,,,,,parking_space
"POLYGON ((-122.5575934 45.5778995, -122.5576474 45.5779277, -122.5576263 45.5779475, -122.5575722 45.5779193, -122.5575934 45.5778995))",,,,,,,parking_space
"POLYGON ((-122.5576145 45.5778797, -122.5576685 45.5779079, -122.5576474 45.5779277, -122.5575934 45.5778995, -122.5576145 45.5778797))",,,,,,,parking_space
"POLYGON ((-122.5577293 45.5776931, -122.5577834 45.5777213, -122.5577622 45.5777411, -122.5577082 45.5777129, -122.5577293 45.5776931))",,,,,,,parking_space
"POLYGON ((-122.5577505 45.5776733, -122.5578045 45.5777015, -122.5577834 45.5777213, -122.5577293 45.5776931, -122.5577505 45.5776733))",,,,,,,parking_space
"POLYGON ((-122.5577716 45.5776535, -122.5578256 45.5776817, -122.5578045 45.5777015, -122.5577505 45.5776733, -122.5577716 45.5776535))",,,,,,,parking_space
"POLYGON ((-122.5576449 45.5777723, -122.5576989 45.5778005, -122.5576778 45.5778203, -122.5576238 45.5777921, -122.5576449 45.5777723))",,,,,,,parking_space
"POLYGON ((-122.557666 45.5777525, -122.55772 45.5777807, -122.5576989 45.5778005, -122.5576449 45.5777723, -122.557666 45.5777525))",,,,,,,parking_space
"POLYGON ((-122.5576871 45.5777327, -122.5577411 45.5777609, -122.55772 45.5777807, -122.557666 45.5777525, -122.5576871 45.5777327))",,,,,,,parking_space
"POLYGON ((-122.5577082 45.5777129, -122.5577622 45.5777411, -122.5577411 45.5777609, -122.5576871 45.5777327, -122.5577082 45.5777129))",,,,,,,parking_space
"POLYGON ((-122.5575605 45.5778515, -122.5576145 45.5778797, -122.5575934 45.5778995, -122.5575393 45.5778713, -122.5575605 45.5778515))",,,,,,,parking_space
"POLYGON ((-122.5575816 45.5778317, -122.5576356 45.5778599, -122.5576145 45.5778797, -122.5575605 45.5778515, -122.5575816 45.5778317))",,,,,,,parking_space
"POLYGON ((-122.5576027 45.5778119, -122.5576567 45.5778401, -122.5576356 45.5778599, -122.5575816 45.5778317, -122.5576027 45.5778119))",,,,,,,parking_space
"POLYGON ((-122.5576238 45.5777921, -122.5576778 45.5778203, -122.5576567 45.5778401, -122.5576027 45.5778119, -122.5576238 45.5777921))",,,,,,,parking_space
"POLYGON ((-122.5574397 45.5775011, -122.5574937 45.5775293, -122.5574726 45.5775491, -122.5574186 45.5775209, -122.5574397 45.5775011))",,,,,,,parking_space
"POLYGON ((-122.5574608 45.5774813, -122.5575148 45.5775095, -122.5574937 45.5775293, -122.5574397 45.5775011, -122.5574608 45.5774813))",,,,,,,parking_space
"POLYGON ((-122.5571535 45.5776907, -122.5572075 45.5777189, -122.5571864 45.5777387, -122.5571323 45.5777105, -122.5571535 45.5776907))",,,,,,,parking_space
"POLYGON ((-122.5571746 45.5776709, -122.5572286 45.5776991, -122.5572075 45.5777189, -122.5571535 45.5776907, -122.5571746 45.5776709))",,,,,,,parking_space
"POLYGON ((-122.5573552 45.5775803, -122.5574093 45.5776085, -122.5573881 45.5776283, -122.5573341 45.5776001, -122.5573552 45.5775803))",,,,,,,parking_space
"POLYGON ((-122.5573764 45.5775605, -122.5574304 45.5775887, -122.5574093 45.5776085, -122.5573552 45.5775803, -122.5573764 45.5775605))",,,,,,,parking_space
"POLYGON ((-122.5573975 45.5775407, -122.5574515 45.5775689, -122.5574304 45.5775887, -122.5573764 45.5775605, -122.5573975 45.5775407))",,,,,,,parking_space
"POLYGON ((-122.5574186 45.5775209, -122.5574726 45.5775491, -122.5574515 45.5775689, -122.5573975 45.5775407, -122.5574186 45.5775209))",,,,,,,parking_space
"POLYGON ((-122.5572708 45.5776595, -122.5573248 45.5776877, -122.5573037 45.5777075, -122.5572497 45.5776793, -122.5572708 45.5776595))",,,,,,,parking_space
"POLYGON ((-122.5572919 45.5776397, -122.5573459 45.5776679, -122.5573248 45.5776877, -122.5572708 45.5776595, -122.5572919 45.5776397))",,,,,,,parking_space
"POLYGON ((-122.557313 45.5776199, -122.557367 45.5776481, -122.5573459 45.5776679, -122.5572919 45.5776397, -122.557313 45.5776199))",,,,,,,parking_space
"POLYGON ((-122.5573341 45.5776001, -122.5573881 45.5776283, -122.557367 45.5776481, -122.557313 45.5776199, -122.5573341 45.5776001))",,,,,,,parking_space
"POLYGON ((-122.5572075 45.5777189, -122.5572615 45.5777471, -122.5572404 45.5777669, -122.5571864 45.5777387, -122.5572075 45.5777189))",,,,,,,parking_space
"POLYGON ((-122.5572286 45.5776991, -122.5572826 45.5777273, -122.5572615 45.5777471, -122.5572075 45.5777189, -122.5572286 45.5776991))",,,,,,,parking_space
"POLYGON ((-122.5572497 45.5776793, -122.5573037 45.5777075, -122.5572826 45.5777273, -122.5572286 45.5776991, -122.5572497 45.5776793))",,,,,,,parking_space
"POLYGON ((-122.5573646 45.5774927, -122.5574186 45.5775209, -122.5573975 45.5775407, -122.5573435 45.5775125, -122.5573646 45.5774927))",,,,,,,parking_space
"POLYGON ((-122.5573857 45.5774729, -122.5574397 45.5775011, -122.5574186 45.5775209, -122.5573646 45.5774927, -122.5573857 45.5774729))",,,,,,,parking_space
"POLYGON ((-122.5574068 45.5774531, -122.5574608 45.5774813, -122.5574397 45.5775011, -122.5573857 45.5774729, -122.5574068 45.5774531))",,,,,,,parking_space
"POLYGON ((-122.5572801 45.5775719, -122.5573341 45.5776001, -122.557313 45.5776199, -122.557259 45.5775917, -122.5572801 45.5775719))",,,,,,,parking_space
"POLYGON ((-122.5573012 45.5775521, -122.5573552 45.5775803, -122.5573341 45.5776001, -122.5572801 45.5775719, -122.5573012 45.5775521))",,,,,,,parking_space
"POLYGON ((-122.5573223 45.5775323, -122.5573764 45.5775605, -122.5573552 45.5775803, -122.5573012 45.5775521, -122.5573223 45.5775323))",,,,,,,parking_space
"POLYGON ((-122.5573435 45.5775125, -122.5573975 45.5775407, -122.5573764 45.5775605, -122.5573223 45.5775323, -122.5573435 45.5775125))",,,,,,,parking_space
"POLYGON ((-122.5571957 45.5776511, -122.5572497 45.5776793, -122.5572286 45.5776991, -122.5571746 45.5776709, -122.5571957 45.5776511))",,,,,,,parking_space
"POLYGON ((-122.5572168 45.5776313, -122.5572708 45.5776595, -122.5572497 45.5776793, -122.5571957 45.5776511, -122.5572168 45.5776313))",,,,,,,parking_space
"POLYGON ((-122.5572379 45.5776115, -122.5572919 45.5776397, -122.5572708 45.5776595, -122.5572168 45.5776313, -122.5572379 45.5776115))",,,,,,,parking_space
"POLYGON ((-122.557259 45.5775917, -122.557313 45.5776199, -122.5572919 45.5776397, -122.5572379 45.5776115, -122.557259 45.5775917))",,,,,,,parking_space
"POLYGON ((-122.5572647 45.5774058, -122.5573187 45.577434, -122.5572976 45.5774538, -122.5572436 45.5774256, -122.5572647 45.5774058))",,,,,,,parking_space
"POLYGON ((-122.5572858 45.577386, -122.5573398 45.5774142, -122.5573187 45.577434, -122.5572647 45.5774058, -122.5572858 45.577386))",,,,,,,parking_space
"POLYGON ((-122.5569784 45.5775954, -122.5570324 45.5776236, -122.5570113 45.5776434, -122.5569573 45.5776152, -122.5569784 45.5775954))",,,,,,,parking_space
"POLYGON ((-122.5569996 45.5775756, -122.5570536 45.5776038, -122.5570324 45.5776236, -122.5569784 45.5775954, -122.5569996 45.5775756))",,,,,,,parking_space
"POLYGON ((-122.5571802 45.577485, -122.5572342 45.5775132, -122.5572131 45.577533, -122.5571591 45.5775048, -122.5571802 45.577485))",,,,,,,parking_space
"POLYGON ((-122.5572013 45.5774652, -122.5572553 45.5774934, -122.5572342 45.5775132, -122.5571802 45.577485, -122.5572013 45.5774652))",,,,,,,parking_space
"POLYGON ((-122.5572225 45.5774454, -122.5572765 45.5774736, -122.5572553 45.5774934, -122.5572013 45.5774652, -122.5572225 45.5774454))",,,,,,,parking_space
"POLYGON ((-122.5572436 45.5774256, -122.5572976 45.5774538, -122.5572765 45.5774736, -122.5572225 45.5774454, -122.5572436 45.5774256))",,,,,,,parking_space
"POLYGON ((-122.5570958 45.5775642, -122.5571498 45.5775924, -122.5571287 45.5776122, -122.5570747 45.577584, -122.5570958 45.5775642))",,,,,,,parking_space
"POLYGON ((-122.5571169 45.5775444, -122.5571709 45.5775726, -122.5571498 45.5775924, -122.5570958 45.5775642, -122.5571169 45.5775444))",,,,,,,parking_space
"POLYGON ((-122.557138 45.5775246, -122.557192 45.5775528, -122.5571709 45.5775726, -122.5571169 45.5775444, -122.557138 45.5775246))",,,,,,,parking_space
"POLYGON ((-122.5571591 45.5775048, -122.5572131 45.577533, -122.557192 45.5775528, -122.557138 45.5775246, -122.5571591 45.5775048))",,,,,,,parking_space
"POLYGON ((-122.5570324 45.5776236, -122.5570865 45.5776518, -122.5570653 45.5776716, -122.5570113 45.5776434, -122.5570324 45.5776236))",,,,,,,parking_space
"POLYGON ((-122.5570536 45.5776038, -122.5571076 45.577632, -122.5570865 45.5776518, -122.5570324 45.5776236, -122.5570536 45.5776038))",,,,,,,parking_space
"POLYGON ((-122.5570747 45.577584, -122.5571287 45.5776122, -122.5571076 45.577632, -122.5570536 45.5776038, -122.5570747 45.577584))",,,,,,,parking_space
"POLYGON ((-122.5571896 45.5773974, -122.5572436 45.5774256, -122.5572225 45.5774454, -122.5571684 45.5774172, -122.5571896 45.5773974))",,,,,,,parking_space
"POLYGON ((-122.5572107 45.5773776, -122.5572647 45.5774058, -122.5572436 45.5774256, -122.5571896 45.5773974, -122.5572107 45.5773776))",,,,,,,parking_space
"POLYGON ((-122.5572318 45.5773578, -122.5572858 45.577386, -122.5572647 45.5774058, -122.5572107 45.5773776, -122.5572318 45.5773578))",,,,,,,parking_space
"POLYGON ((-122.5571051 45.5774766, -122.5571591 45.5775048, -122.557138 45.5775246, -122.557084 45.5774964, -122.5571051 45.5774766))",,,,,,,parking_space
"POLYGON ((-122.5571262 45.5774568, -122.5571802 45.577485, -122.5571591 45.5775048, -122.5571051 45.5774766, -122.5571262 45.5774568))",,,,,,,parking_space
"POLYGON ((-122.5571473 45.577437, -122.5572013 45.5774652, -122.5571802 45.577485, -122.5571262 45.5774568, -122.5571473 45.577437))",,,,,,,parking_space
"POLYGON ((-122.5571684 45.5774172, -122.5572225 45.5774454, -122.5572013 45.5774652, -122.5571473 45.577437, -122.5571684 45.5774172))",,,,,,,parking_space
"POLYGON ((-122.5570207 45.5775558, -122.5570747 45.577584, -122.5570536 45.5776038, -122.5569996 45.5775756, -122.5570207 45.5775558))",,,,,,,parking_space
"POLYGON ((-122.5570418 45.577536, -122.5570958 45.5775642, -122.5570747 45.577584, -122.5570207 45.5775558, -122.5570418 45.577536))",,,,,,,parking_space
"POLYGON ((-122.5570629 45.5775162, -122.5571169 45.5775444, -122.5570958 45.5775642, -122.5570418 45.577536, -122.5570629 45.5775162))",,,,,,,parking_space
"POLYGON ((-122.557084 45.5774964, -122.557138 45.5775246, -122.5571169 45.5775444, -122.5570629 45.5775162, -122.557084 45.5774964))",,,,,,,parking_space
"POLYGON ((-122.5570756 45.5773063, -122.5571296 45.5773345, -122.5571085 45.5773543, -122.5570545 45.5773261, -122.5570756 45.5773063))",,,,,,,parking_space
"POLYGON ((-122.5570967 45.5772865, -122.5571507 45.5773147, -122.5571296 45.5773345, -122.5570756 45.5773063, -122.5570967 45.5772865))",,,,,,,parking_space
"POLYGON ((-122.5567893 45.5774959, -122.5568434 45.5775241, -122.5568222 45.5775439, -122.5567682 45.5775157, -122.5567893 45.5774959))",,,,,,,parking_space
"POLYGON ((-122.5568105 45.5774761, -122.5568645 45.5775043, -122.5568434 45.5775241, -122.5567893 45.5774959, -122.5568105 45.5774761))",,,,,,,parking_space
"POLYGON ((-122.5569911 45.5773855, -122.5570451 45.5774137, -122.557024 45.5774335, -122.55697 45.5774053, -122.5569911 45.5773855))",,,,,,,parking_space
"POLYGON ((-122.5570122 45.5773657, -122.5570663 45.5773939, -122.5570451 45.5774137, -122.5569911 45.5773855, -122.5570122 45.5773657))",,,,,,,parking_space
"POLYGON ((-122.5570334 45.5773459, -122.5570874 45.5773741, -122.5570663 45.5773939, -122.5570122 45.5773657, -122.5570334 45.5773459))",,,,,,,parking_space
"POLYGON ((-122.5570545 45.5773261, -122.5571085 45.5773543, -122.5570874 45.5773741, -122.5570334 45.5773459, -122.5570545 45.5773261))",,,,,,,parking_space
"POLYGON ((-122.5569067 45.5774647, -122.5569607 45.5774929, -122.5569396 45.5775127, -122.5568856 45.5774845, -122.5569067 45.5774647))",,,,,,,parking_space
"POLYGON ((-122.5569278 45.5774449, -122.5569818 45.5774731, -122.5569607 45.5774929, -122.5569067 45.5774647, -122.5569278 45.5774449))",,,,,,,parking_space
"POLYGON ((-122.5569489 45.5774251, -122.5570029 45.5774533, -122.5569818 45.5774731, -122.5569278 45.5774449, -122.5569489 45.5774251))",,,,,,,parking_space
"POLYGON ((-122.55697 45.5774053, -122.557024 45.5774335, -122.5570029 45.5774533, -122.5569489 45.5774251, -122.55697 45.5774053))",,,,,,,parking_space
"POLYGON ((-122.5568434 45.5775241, -122.5568974 45.5775523, -122.5568763 45.5775721, -122.5568222 45.5775439, -122.5568434 45.5775241))",,,,,,,parking_space
"POLYGON ((-122.5568645 45.5775043, -122.5569185 45.5775325, -122.5568974 45.5775523, -122.5568434 45.5775241, -122.5568645 45.5775043))",,,,,,,parking_space
"POLYGON ((-122.5568856 45.5774845, -122.5569396 45.5775127, -122.5569185 45.5775325, -122.5568645 45.5775043, -122.5568856 45.5774845))",,,,,,,parking_space
"POLYGON ((-122.5570005 45.5772979, -122.5570545 45.5773261, -122.5570334 45.5773459, -122.5569793 45.5773177, -122.5570005 45.5772979))",,,,,,,parking_space
"POLYGON ((-122.5570216 45.5772781, -122.5570756 45.5773063, -122.5570545 45.5773261, -122.5570005 45.5772979, -122.5570216 45.5772781))",,,,,,,parking_space
"POLYGON ((-122.5570427 45.5772583, -122.5570967 45.5772865, -122.5570756 45.5773063, -122.5570216 45.5772781, -122.5570427 45.5772583))",,,,,,,parking_space
"POLYGON ((-122.556916 45.5773771, -122.55697 45.5774053, -122.5569489 45.5774251, -122.5568949 45.5773969, -122.556916 45.5773771))",,,,,,,parking_space
"POLYGON ((-122.5569371 45.5773573, -122.5569911 45.5773855, -122.55697 45.5774053, -122.556916 45.5773771, -122.5569371 45.5773573))",,,,,,,parking_space
"POLYGON ((-122.5569582 45.5773375, -122.5570122 45.5773657, -122.5569911 45.5773855, -122.5569371 45.5773573, -122.5569582 45.5773375))",,,,,,,parking_space
"POLYGON ((-122.5569793 45.5773177, -122.5570334 45.5773459, -122.5570122 45.5773657, -122.5569582 45.5773375, -122.5569793 45.5773177))",,,,,,,parking_space
"POLYGON ((-122.5568316 45.5774563, -122.5568856 45.5774845, -122.5568645 45.5775043, -122.5568105 45.5774761, -122.5568316 45.5774563))",,,,,,,parking_space
"POLYGON ((-122.5568527 45.5774365, -122.5569067 45.5774647, -122.5568856 45.5774845, -122.5568316 45.5774563, -122.5568527 45.5774365))",,,,,,,parking_space
"POLYGON ((-122.5568738 45.5774167, -122.5569278 45.5774449, -122.5569067 45.5774647, -122.5568527 45.5774365, -122.5568738 45.5774167))",,,,,,,parking_space
"POLYGON ((-122.5568949 45.5773969, -122.5569489 45.5774251, -122.5569278 45.5774449, -122.5568738 45.5774167, -122.5568949 45.5773969))",,,,,,,parking_space
"POLYGON ((-122.5568912 45.577204, -122.5569452 45.5772322, -122.5569241 45.577252, -122.5568701 45.5772238, -122.5568912 45.577204))",,,,,,,parking_space
"POLYGON ((-122.5569123 45.5771842, -122.5569663 45.5772124, -122.5569452 45.5772322, -122.5568912 45.577204, -122.5569123 45.5771842))",,,,,,,parking_space
"POLYGON ((-122.5566049 45.5773936, -122.556659 45.5774218, -122.5566378 45.5774416, -122.5565838 45.5774134, -122.5566049 45.5773936))",,,,,,,parking_space
"POLYGON ((-122.5566261 45.5773738, -122.5566801 45.577402, -122.556659 45.5774218, -122.5566049 45.5773936, -122.5566261 45.5773738))",,,,,,,parking_space
"POLYGON ((-122.5568067 45.5772832, -122.5568607 45.5773114, -122.5568396 45.5773312, -122.5567856 45.577303, -122.5568067 45.5772832))",,,,,,,parking_space
"POLYGON ((-122.5568278 45.5772634, -122.5568818 45.5772916, -122.5568607 45.5773114, -122.5568067 45.5772832, -122.5568278 45.5772634))",,,,,,,parking_space
"POLYGON ((-122.556849 45.5772436, -122.556903 45.5772718, -122.5568818 45.5772916, -122.5568278 45.5772634, -122.556849 45.5772436))",,,,,,,parking_space
"POLYGON ((-122.5568701 45.5772238, -122.5569241 45.577252, -122.556903 45.5772718, -122.556849 45.5772436, -122.5568701 45.5772238))",,,,,,,parking_space
"POLYGON ((-122.5567223 45.5773624, -122.5567763 45.5773906, -122.5567552 45.5774104, -122.5567012 45.5773822, -122.5567223 45.5773624))",,,,,,,parking_space
"POLYGON ((-122.5567434 45.5773426, -122.5567974 45.5773708, -122.5567763 45.5773906, -122.5567223 45.5773624, -122.5567434 45.5773426))",,,,,,,parking_space
"POLYGON ((-122.5567645 45.5773228, -122.5568185 45.577351, -122.5567974 45.5773708, -122.5567434 45.5773426, -122.5567645 45.5773228))",,,,,,,parking_space
"POLYGON ((-122.5567856 45.577303, -122.5568396 45.5773312, -122.5568185 45.577351, -122.5567645 45.5773228, -122.5567856 45.577303))",,,,,,,parking_space
"POLYGON ((-122.556659 45.5774218, -122.556713 45.57745, -122.5566918 45.5774698, -122.5566378 45.5774416, -122.556659 45.5774218))",,,,,,,parking_space
"POLYGON ((-122.5566801 45.577402, -122.5567341 45.5774302, -122.556713 45.57745, -122.556659 45.5774218, -122.5566801 45.577402))",,,,,,,parking_space
"POLYGON ((-122.5567012 45.5773822, -122.5567552 45.5774104, -122.5567341 45.5774302, -122.5566801 45.577402, -122.5567012 45.5773822))",,,,,,,parking_space
"POLYGON ((-122.5568161 45.5771956, -122.5568701 45.5772238, -122.556849 45.5772436, -122.5567949 45.5772154, -122.5568161 45.5771956))",,,,,,,parking_space
"POLYGON ((-122.5568372 45.5771758, -122.5568912 45.577204, -122.5568701 45.5772238, -122.5568161 45.5771956, -122.5568372 45.5771758))",,,,,,,parking_space
"POLYGON ((-122.5568583 45.577156, -122.5569123 45.5771842, -122.5568912 45.577204, -122.5568372 45.5771758, -122.5568583 45.577156))",,,,,,,parking_space
"POLYGON ((-122.5567316 45.5772748, -122.5567856 45.577303, -122.5567645 45.5773228, -122.5567105 45.5772946, -122.5567316 45.5772748))",,,,,,,parking_space
"POLYGON ((-122.5567527 45.577255, -122.5568067 45.5772832, -122.5567856 45.577303, -122.5567316 45.5772748, -122.5567527 45.577255))",,,,,,,parking_space
"POLYGON ((-122.5567738 45.5772352, -122.5568278 45.5772634, -122.5568067 45.5772832, -122.5567527 45.577255, -122.5567738 45.5772352))",,,,,,,parking_space
"POLYGON ((-122.5567949 45.5772154, -122.556849 45.5772436, -122.5568278 45.5772634, -122.5567738 45.5772352, -122.5567949 45.5772154))",,,,,,,parking_space
"POLYGON ((-122.5566472 45.577354, -122.5567012 45.5773822, -122.5566801 45.577402, -122.5566261 45.5773738, -122.5566472 45.577354))",,,,,,,parking_space
"POLYGON ((-122.5566683 45.5773342, -122.5567223 45.5773624, -122.5567012 45.5773822, -122.5566472 45.577354, -122.5566683 45.5773342))",,,,,,,parking_space
"POLYGON ((-122.5566894 45.5773144, -122.5567434 45.5773426, -122.5567223 45.5773624, -122.5566683 45.5773342, -122.5566894 45.5773144))",,,,,,,parking_space
"POLYGON ((-122.5567105 45.5772946, -122.5567645 45.5773228, -122.5567434 45.5773426, -122.5566894 45.5773144, -122.5567105 45.5772946))",,,,,,,parking_space
"POLYGON ((-122.5567068 45.5771059, -122.5567608 45.5771341, -122.5567397 45.5771539, -122.5566857 45.5771257, -122.5567068 45.5771059))",,,,,,,parking_space
"POLYGON ((-122.5567279 45.5770861, -122.5567819 45.5771143, -122.5567608 45.5771341, -122.5567068 45.5771059, -122.5567279 45.5770861))",,,,,,,parking_space
"POLYGON ((-122.5564205 45.5772955, -122.5564746 45.5773237, -122.5564534 45.5773435, -122.5563994 45.5773153, -122.5564205 45.5772955))",,,,,,,parking_space
"POLYGON ((-122.5564417 45.5772757, -122.5564957 45.5773039, -122.5564746 45.5773237, -122.5564205 45.5772955, -122.5564417 45.5772757))",,,,,,,parking_space
"POLYGON ((-122.5566223 45.5771851, -122.5566763 45.5772133, -122.5566552 45.5772331, -122.5566012 45.5772049, -122.5566223 45.5771851))",,,,,,,parking_space
"POLYGON ((-122.5566434 45.5771653, -122.5566974 45.5771935, -122.5566763 45.5772133, -122.5566223 45.5771851, -122.5566434 45.5771653))",,,,,,,parking_space
"POLYGON ((-122.5566646 45.5771455, -122.5567186 45.5771737, -122.5566974 45.5771935, -122.5566434 45.5771653, -122.5566646 45.5771455))",,,,,,,parking_space
"POLYGON ((-122.5566857 45.5771257, -122.5567397 45.5771539, -122.5567186 45.5771737, -122.5566646 45.5771455, -122.5566857 45.5771257))",,,,,,,parking_space
"POLYGON ((-122.5565379 45.5772643, -122.5565919 45.5772925, -122.5565708 45.5773123, -122.5565168 45.5772841, -122.5565379 45.5772643))",,,,,,,parking_space
"POLYGON ((-122.556559 45.5772445, -122.556613 45.5772727, -122.5565919 45.5772925, -122.5565379 45.5772643, -122.556559 45.5772445))",,,,,,,parking_space
"POLYGON ((-122.5565801 45.5772247, -122.5566341 45.5772529, -122.556613 45.5772727, -122.556559 45.5772445, -122.5565801 45.5772247))",,,,,,,parking_space
"POLYGON ((-122.5566012 45.5772049, -122.5566552 45.5772331, -122.5566341 45.5772529, -122.5565801 45.5772247, -122.5566012 45.5772049))",,,,,,,parking_space
"POLYGON ((-122.5564746 45.5773237, -122.5565286 45.5773519, -122.5565074 45.5773717, -122.5564534 45.5773435, -122.5564746 45.5773237))",,,,,,,parking_space
"POLYGON ((-122.5564957 45.5773039, -122.5565497 45.5773321, -122.5565286 45.5773519, -122.5564746 45.5773237, -122.5564957 45.5773039))",,,,,,,parking_space
"POLYGON ((-122.5565168 45.5772841, -122.5565708 45.5773123, -122.5565497 45.5773321, -122.5564957 45.5773039, -122.5565168 45.5772841))",,,,,,,parking_space
"POLYGON ((-122.5566317 45.5770975, -122.5566857 45.5771257, -122.5566646 45.5771455, -122.5566105 45.5771173, -122.5566317 45.5770975))",,,,,,,parking_space
"POLYGON ((-122.5566528 45.5770777, -122.5567068 45.5771059, -122.5566857 45.5771257, -122.5566317 45.5770975, -122.5566528 45.5770777))",,,,,,,parking_space
